occ_code,occupation_title,major_group_code,major_group_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,adoption_gap_absolute,observed_to_theoretical_ratio,underadoption_ratio,total_employment,annual_mean_wage,job_zone,digital_information_index,interpersonal_index,physical_index,decision_index,compliance_index
19-3091,Anthropologists and Archeologists,19,"Life, Physical, and Social Science",0.1354,0.8275862068965517,0.7413793103448276,0.6921862068965517,0.16360833333333333,0.8363916666666666,6650.0,66800.0,5,5.121666666666667,3.6224999999999996,2.5580000000000003,3.236666666666667,3.575
19-2011,Astronomers,19,"Life, Physical, and Social Science",0.3849,0.8125,0.59375,0.4276,0.47372307692307697,0.5262769230769231,1930.0,139410.0,5,5.651666666666666,3.1125,1.802,3.26,3.675
19-2021,Atmospheric and Space Scientists,19,"Life, Physical, and Social Science",0.038,0.9565217391304348,0.8695652173913043,0.9185217391304348,0.03972727272727272,0.9602727272727273,8520.0,96880.0,4,5.366666666666667,3.65,1.57,3.61,3.875
19-1021,Biochemists and Biophysicists,19,"Life, Physical, and Social Science",0.0756,0.7727272727272727,0.6818181818181819,0.6971272727272727,0.09783529411764706,0.902164705882353,35050.0,113460.0,5,5.824999999999999,3.2875000000000005,2.2960000000000003,3.893333333333333,4.575
19-1029,"Biological Scientists, All Other",19,"Life, Physical, and Social Science",0.2452,0.8458843548763805,0.7077347749288959,0.6006843548763805,0.2898741401072894,0.7101258598927106,47050.0,90010.0,5,5.164166666666667,3.4256249999999997,2.2705,3.516666666666667,3.955
19-4021,Biological Technicians,19,"Life, Physical, and Social Science",0.0599,0.6333333333333333,0.4666666666666667,0.5734333333333334,0.09457894736842105,0.9054210526315789,76150.0,51770.0,4,4.243333333333333,3.475,2.978,3.0133333333333336,3.675
19-4031,Chemical Technicians,19,"Life, Physical, and Social Science",0.3148,0.6428571428571428,0.5,0.32805714285714277,0.48968888888888895,0.510311111111111,57690.0,55040.0,3,3.848333333333333,3.6375,3.364,3.643333333333333,4.34
19-2031,Chemists,19,"Life, Physical, and Social Science",0.2614,0.68,0.52,0.4186,0.38441176470588234,0.6155882352941177,80600.0,89130.0,4,4.544999999999999,3.6575,2.6119999999999997,3.8733333333333335,4.46
19-3033,Clinical and Counseling Psychologists,19,"Life, Physical, and Social Science",0.0591,0.6481481481481481,0.6851851851851851,0.5890481481481481,0.09118285714285715,0.9088171428571429,58100.0,99640.0,5,4.6866666666666665,4.05,1.338,4.266666666666667,4.24
19-1031,Conservation Scientists,19,"Life, Physical, and Social Science",0.0,0.818275704005611,0.7532128281171474,0.818275704005611,0.0,1.0,22550.0,68230.0,4,4.178333333333333,4.083333333333334,3.5586666666666664,3.547777777777778,3.783333333333333
19-3011,Economists,19,"Life, Physical, and Social Science",0.2418,1.0,0.7916666666666666,0.7582,0.2418,0.7582,15640.0,120830.0,5,5.636666666666667,3.10625,0.9940000000000001,3.6033333333333335,3.8975
19-4042,"Environmental Science and Protection Technicians, Including Health",19,"Life, Physical, and Social Science",0.1444,0.6666666666666667,0.6,0.5222666666666668,0.2166,0.7834,34110.0,50550.0,4,3.9316666666666666,3.785,3.3280000000000003,3.516666666666667,4.115
19-2041,"Environmental Scientists and Specialists, Including Health",19,"Life, Physical, and Social Science",0.0548,0.9810659186535764,0.9558558346199629,0.9262659186535764,0.055857612580414585,0.9441423874195854,76890.0,81240.0,5,4.949166666666667,3.6449999999999996,2.0595,3.4408333333333334,4.0649999999999995
19-1041,Epidemiologists,19,"Life, Physical, and Social Science",0.0,0.8846153846153847,0.7692307692307693,0.8846153846153847,0.0,1.0,8180.0,86740.0,5,5.623333333333332,3.76,1.4140000000000001,3.786666666666667,4.255
19-4013,Food Science Technicians,19,"Life, Physical, and Social Science",0.2038,0.4285714285714285,0.4642857142857142,0.22477142857142848,0.4755333333333334,0.5244666666666666,11530.0,47870.0,3,3.193333333333334,3.6874999999999996,2.968,4.156666666666666,3.8449999999999998
19-1012,Food Scientists and Technologists,19,"Life, Physical, and Social Science",0.0,0.6923076923076923,0.7692307692307693,0.6923076923076923,0.0,1.0,13510.0,84150.0,4,4.363333333333333,3.825,3.1199999999999997,3.7033333333333336,4.25
19-4092,Forensic Science Technicians,19,"Life, Physical, and Social Science",0.0,0.7096774193548387,0.3225806451612903,0.7096774193548387,0.0,1.0,17020.0,66850.0,3,3.8049999999999997,4.315,3.6060000000000003,4.366666666666666,4.46
19-4071,Forest and Conservation Technicians,19,"Life, Physical, and Social Science",0.0221,0.576923076923077,0.5384615384615385,0.554823076923077,0.03830666666666666,0.9616933333333333,30440.0,43420.0,3,3.8800000000000003,4.23,4.298,4.193333333333333,4.0
19-1032,Foresters,19,"Life, Physical, and Social Science",0.0,0.7352941176470588,0.5588235294117647,0.7352941176470588,0.0,1.0,9500.0,67710.0,4,4.223333333333334,3.93,3.8300000000000005,4.276666666666666,4.255
19-3092,Geographers,19,"Life, Physical, and Social Science",0.1096,0.8333333333333333,0.6666666666666666,0.7237333333333332,0.13152000000000003,0.8684799999999999,1440.0,86740.0,4,5.121666666666666,3.375,2.12,3.316666666666667,3.8
19-4043,"Geological Technicians, Except Hydrologic Technicians",19,"Life, Physical, and Social Science",0.229,0.7317073170731707,0.5365853658536586,0.5027073170731707,0.31296666666666667,0.6870333333333334,9210.0,59080.0,4,3.7266666666666666,3.39,2.8939999999999997,3.6633333333333336,3.6849999999999996
19-2042,"Geoscientists, Except Hydrologists and Geographers",19,"Life, Physical, and Social Science",0.043,0.8222222222222223,0.6666666666666667,0.7792222222222223,0.05229729729729729,0.9477027027027027,23620.0,103550.0,5,5.178333333333334,3.4375000000000004,2.912,3.533333333333333,4.01
19-3093,Historians,19,"Life, Physical, and Social Science",0.028,0.8421052631578947,0.6842105263157894,0.8141052631578947,0.03325,0.96675,2910.0,72130.0,5,3.651666666666667,3.7775,2.448,3.763333333333333,3.505
19-2043,Hydrologists,19,"Life, Physical, and Social Science",0.0748,0.875,0.7708333333333333,0.8002,0.08548571428571429,0.9145142857142857,6390.0,94780.0,5,5.3500000000000005,3.5175,2.914,3.293333333333333,4.225
19-3032,Industrial-Organizational Psychologists,19,"Life, Physical, and Social Science",0.1577,0.888888888888889,0.8222222222222223,0.7311888888888889,0.1774125,0.8225875,610.0,113320.0,5,5.033333333333332,3.7475,1.1320000000000001,4.09,4.44
19-4099,"Life, Physical, and Social Science Technicians, All Other",19,"Life, Physical, and Social Science",0.0955,0.9148936170212766,0.7542896362388469,0.8193936170212766,0.10438372093023256,0.8956162790697675,62230.0,55420.0,4,3.825833333333333,3.5062499999999996,2.498,3.591666666666667,4.265000000000001
19-2032,Materials Scientists,19,"Life, Physical, and Social Science",0.1843,0.8275862068965517,0.5862068965517241,0.6432862068965517,0.22269583333333332,0.7773041666666667,6690.0,104790.0,4,5.08,3.585,2.0660000000000003,3.33,4.455
19-1042,"Medical Scientists, Except Epidemiologists",19,"Life, Physical, and Social Science",0.0381,0.8636363636363636,0.7727272727272727,0.8255363636363636,0.04411578947368421,0.9558842105263158,108550.0,104050.0,5,5.07,3.7624999999999997,2.0380000000000003,3.853333333333333,3.795
19-1022,Microbiologists,19,"Life, Physical, and Social Science",0.0969,0.7083333333333333,0.5416666666666666,0.6114333333333333,0.1368,0.8632,19430.0,87820.0,4,4.546666666666667,3.66,2.6279999999999997,3.7133333333333334,4.57
19-4051,Nuclear Technicians,19,"Life, Physical, and Social Science",0.0,0.2586580086580086,0.4567099567099566,0.2586580086580086,0.0,1.0,5360.0,95200.0,3,4.245833333333334,3.8625,3.658,3.7933333333333334,4.612500000000001
19-5011,Occupational Health and Safety Specialists,19,"Life, Physical, and Social Science",0.0,0.6190476190476191,0.4285714285714285,0.6190476190476191,0.0,1.0,106340.0,78740.0,4,4.623333333333334,3.9625000000000004,3.1639999999999997,4.010000000000001,4.455
19-5012,Occupational Health and Safety Technicians,19,"Life, Physical, and Social Science",0.0,0.6666666666666666,0.5833333333333333,0.6666666666666666,0.0,1.0,21750.0,57560.0,3,4.346666666666667,4.07,3.37,4.083333333333333,4.4
19-2099,"Physical Scientists, All Other",19,"Life, Physical, and Social Science",0.0379,0.9130434782608696,0.7391304347826086,0.8751434782608696,0.04150952380952381,0.9584904761904762,19680.0,113220.0,4,5.255,3.37,1.8519999999999999,3.4133333333333336,4.5600000000000005
19-2012,Physicists,19,"Life, Physical, and Social Science",0.2727,0.9545454545454546,0.7727272727272727,0.6818454545454546,0.28568571428571427,0.7143142857142857,20020.0,151580.0,5,5.708333333333333,3.11,1.658,3.3866666666666667,3.92
19-3094,Political Scientists,19,"Life, Physical, and Social Science",0.452,0.9166666666666666,0.8333333333333333,0.4646666666666666,0.49309090909090914,0.5069090909090909,5650.0,120430.0,5,5.476666666666667,3.34,1.176,3.603333333333333,3.975
19-3039,"Psychologists, All Other",19,"Life, Physical, and Social Science",0.0,0.8452380952380951,0.34523809523809523,0.8452380952380951,0.0,1.0,13800.0,98010.0,5,5.300833333333332,4.0725,1.709,4.258333333333334,4.550000000000001
19-3034,School Psychologists,19,"Life, Physical, and Social Science",0.0467,0.7837837837837838,0.8378378378378379,0.7370837837837838,0.05958275862068965,0.9404172413793104,57110.0,82770.0,5,3.556666666666666,4.0249999999999995,1.2,3.93,3.455
19-4061,Social Science Research Assistants,19,"Life, Physical, and Social Science",0.4393,0.9090909090909092,0.8484848484848485,0.46979090909090915,0.48323,0.51677,28690.0,56430.0,4,4.64,3.37,1.174,3.046666666666667,3.055
19-3099,"Social Scientists and Related Workers, All Other",19,"Life, Physical, and Social Science",0.0327,0.9534883720930232,0.9534883720930232,0.9207883720930232,0.03429512195121952,0.9657048780487805,34330.0,90900.0,4,5.066666666666667,3.7700000000000005,1.6199999999999999,3.483333333333333,4.0
19-3041,Sociologists,19,"Life, Physical, and Social Science",0.3833,0.9230769230769232,0.8461538461538463,0.5397769230769233,0.41524166666666656,0.5847583333333335,2640.0,96260.0,5,5.766666666666667,3.4375,1.392,3.43,3.85
19-1013,Soil and Plant Scientists,19,"Life, Physical, and Social Science",0.0513,0.9782608695652174,0.8260869565217391,0.9269608695652174,0.05244,0.94756,15610.0,76290.0,5,4.871666666666666,3.5599999999999996,3.406,3.5100000000000002,4.21
19-3022,Survey Researchers,19,"Life, Physical, and Social Science",0.4316,1.0,0.9375,0.5684,0.4316,0.5684,8850.0,64690.0,5,5.11,3.6900000000000004,1.338,3.6300000000000003,4.125
19-3051,Urban and Regional Planners,19,"Life, Physical, and Social Science",0.0959,0.9545454545454546,0.8863636363636364,0.8586454545454546,0.10046666666666666,0.8995333333333333,38940.0,81310.0,5,4.72,4.0,1.524,3.356666666666667,4.22
19-1023,Zoologists and Wildlife Biologists,19,"Life, Physical, and Social Science",0.0606,0.8095238095238095,0.7619047619047619,0.7489238095238095,0.07485882352941177,0.9251411764705882,15930.0,70300.0,4,4.223333333333334,4.005,3.2079999999999997,3.89,4.1850000000000005
21-1021,"Child, Family, and School Social Workers",21,Community and Social Service,0.0074,0.4285714285714285,0.4285714285714285,0.4211714285714285,0.01726666666666667,0.9827333333333333,340050.0,54880.0,4,3.9,4.35,2.1020000000000003,4.196666666666666,4.225
21-2011,Clergy,21,Community and Social Service,0.1116,0.4761904761904761,0.2857142857142857,0.36459047619047613,0.23436000000000004,0.76564,50790.0,57230.0,5,3.2566666666666673,4.02,1.832,4.163333333333333,3.4299999999999997
21-1094,Community Health Workers,21,Community and Social Service,0.0,0.5555555555555556,0.4166666666666666,0.5555555555555556,0.0,1.0,61010.0,47780.0,4,4.193333333333334,4.3125,2.9739999999999998,3.89,3.995
21-2021,"Directors, Religious Activities and Education",21,Community and Social Service,0.153,0.7272727272727273,0.6060606060606061,0.5742727272727273,0.21037499999999998,0.789625,21000.0,52880.0,4,3.361666666666667,3.74,2.16,3.7533333333333334,2.9749999999999996
21-1012,"Educational, Guidance, and Career Counselors and Advisors",21,Community and Social Service,0.1182,0.5263157894736842,0.4035087719298245,0.4081157894736842,0.22458,0.77542,296370.0,63090.0,5,4.735,4.34,1.418,4.03,4.58
21-1091,Health Education Specialists,21,Community and Social Service,0.1376,0.8064516129032258,0.7419354838709677,0.6688516129032258,0.170624,0.829376,55830.0,64930.0,4,4.883333333333334,4.27,2.3099999999999996,4.1033333333333335,4.15
21-1022,Healthcare Social Workers,21,Community and Social Service,0.0916,0.65625,0.65625,0.56465,0.1395809523809524,0.8604190476190476,173860.0,62310.0,5,3.7616666666666667,4.432499999999999,2.04,4.026666666666666,3.295
21-1013,Marriage and Family Therapists,21,Community and Social Service,0.0,0.1481481481481481,0.3703703703703703,0.1481481481481481,0.0,1.0,54800.0,59660.0,5,3.6316666666666664,4.045,1.35,4.326666666666667,3.76
21-1023,Mental Health and Substance Abuse Social Workers,21,Community and Social Service,0.0,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.0,1.0,113810.0,57800.0,5,4.319999999999999,4.2375,1.886,3.8166666666666664,3.985
21-1092,Probation Officers and Correctional Treatment Specialists,21,Community and Social Service,0.0,0.631578947368421,0.6052631578947368,0.631578947368421,0.0,1.0,92140.0,63290.0,4,4.346666666666667,4.4875,2.696,4.123333333333334,4.73
21-1015,Rehabilitation Counselors,21,Community and Social Service,0.0,0.6451612903225806,0.6774193548387096,0.6451612903225806,0.0,1.0,90310.0,44740.0,4,3.58,4.12,2.1220000000000003,4.09,3.8049999999999997
21-1093,Social and Human Service Assistants,21,Community and Social Service,0.0,0.5714285714285714,0.4642857142857142,0.5714285714285714,0.0,1.0,398380.0,40460.0,4,3.121666666666666,4.4475,2.282,3.8000000000000003,3.66
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",23,Legal,0.3048,0.8461538461538463,0.6153846153846154,0.5413538461538463,0.36021818181818177,0.6397818181818182,13840.0,104160.0,5,4.176666666666667,4.0024999999999995,1.0779999999999998,4.616666666666666,4.88
23-1022,"Arbitrators, Mediators, and Conciliators",23,Legal,0.2426,0.9032258064516128,0.6451612903225806,0.6606258064516127,0.2685928571428572,0.7314071428571428,7320.0,62350.0,5,4.525,3.1574999999999998,1.2,4.25,5.050000000000001
23-1023,"Judges, Magistrate Judges, and Magistrates",23,Legal,0.3109,0.8333333333333333,0.4444444444444444,0.5224333333333333,0.37308,0.6269199999999999,27790.0,142520.0,5,4.628333333333333,4.42,1.154,4.830000000000001,5.46
23-1012,Judicial Law Clerks,23,Legal,0.1704,0.896551724137931,0.896551724137931,0.726151724137931,0.19006153846153845,0.8099384615384615,14800.0,62730.0,5,4.170000000000001,3.6474999999999995,1.1019999999999999,4.0633333333333335,4.695
23-1011,Lawyers,23,Legal,0.1673,0.8500000000000001,0.8,0.6827000000000001,0.1968235294117647,0.8031764705882353,681010.0,148030.0,5,4.746666666666667,3.915,1.418,4.453333333333333,5.0600000000000005
23-2011,Paralegals and Legal Assistants,23,Legal,0.2927,0.8500000000000001,0.8500000000000001,0.5573000000000001,0.3443529411764706,0.6556470588235295,336250.0,58330.0,3,3.728333333333333,3.7975000000000003,1.418,3.9766666666666666,4.25
23-2093,"Title Examiners, Abstractors, and Searchers",23,Legal,0.0216,0.9285714285714284,0.8571428571428571,0.9069714285714284,0.02326153846153847,0.9767384615384616,51040.0,52390.0,2,4.621666666666667,3.8875,1.9479999999999997,4.453333333333333,4.68
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25,Educational Instruction and Library,0.0636,0.6323529411764706,0.6323529411764706,0.5687529411764706,0.10057674418604652,0.8994232558139534,38260.0,60650.0,4,3.0816666666666666,4.02,1.9099999999999997,3.8433333333333337,3.3899999999999997
25-1041,"Agricultural Sciences Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.7777777777777778,0.7333333333333334,0.7777777777777778,0.0,1.0,8570.0,97520.0,5,4.595,3.6525000000000003,2.87,3.983333333333333,3.895
25-1061,"Anthropology and Archeology Teachers, Postsecondary",25,Educational Instruction and Library,0.0236,0.7551020408163265,0.6326530612244897,0.7315020408163265,0.031254054054054056,0.968745945945946,5010.0,102110.0,5,5.239999999999999,3.865,2.436,3.4266666666666663,3.32
25-1031,"Architecture Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.7804878048780488,0.6341463414634146,0.7804878048780488,0.0,1.0,5950.0,98600.0,5,4.376666666666668,3.955,2.5140000000000002,3.6300000000000003,3.585
25-4011,Archivists,25,Educational Instruction and Library,0.1348,0.9230769230769232,0.7692307692307693,0.7882769230769232,0.14603333333333332,0.8539666666666667,6120.0,61880.0,5,4.763333333333333,3.9525,2.7600000000000002,3.3733333333333335,4.0
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.7777777777777778,0.6444444444444445,0.7777777777777778,0.0,1.0,9040.0,91680.0,5,3.9883333333333333,3.7575000000000003,1.4919999999999998,3.94,3.19
25-1121,"Art, Drama, and Music Teachers, Postsecondary",25,Educational Instruction and Library,0.2142,0.75,0.8125,0.5358,0.2856,0.7143999999999999,94720.0,86240.0,5,3.5133333333333336,4.069999999999999,2.864,3.6566666666666663,2.97
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25,Educational Instruction and Library,0.0396,0.775,0.65,0.7354,0.05109677419354839,0.9489032258064516,10250.0,102840.0,5,4.571666666666666,3.855,2.402,3.9166666666666665,3.235
25-1042,"Biological Science Teachers, Postsecondary",25,Educational Instruction and Library,0.2914,0.7959183673469387,0.5918367346938775,0.5045183673469387,0.3661179487179488,0.6338820512820512,47690.0,98710.0,5,5.248333333333333,3.92,2.2600000000000002,4.266666666666667,4.115
25-1011,"Business Teachers, Postsecondary",25,Educational Instruction and Library,0.3072,0.7954545454545455,0.6590909090909091,0.48825454545454555,0.38619428571428566,0.6138057142857143,79640.0,105720.0,5,4.193333333333333,3.4875,1.866,3.9600000000000004,3.3200000000000003
25-2023,"Career/Technical Education Teachers, Middle School",25,Educational Instruction and Library,0.0,0.4516129032258064,0.5161290322580645,0.4516129032258064,0.0,1.0,11840.0,69410.0,4,3.8033333333333332,4.2875,2.8359999999999994,4.196666666666666,3.775
25-1194,"Career/Technical Education Teachers, Postsecondary",25,Educational Instruction and Library,0.1563,0.8461538461538461,0.6923076923076923,0.6898538461538462,0.1847181818181818,0.8152818181818182,105440.0,63130.0,3,3.7416666666666667,4.21,3.1079999999999997,3.793333333333333,4.0
25-2032,"Career/Technical Education Teachers, Secondary School",25,Educational Instruction and Library,0.0,0.5151515151515151,0.5454545454545454,0.5151515151515151,0.0,1.0,84360.0,68960.0,4,4.256666666666667,4.0075,3.31,4.103333333333333,3.94
25-1052,"Chemistry Teachers, Postsecondary",25,Educational Instruction and Library,0.2185,0.6862745098039216,0.5686274509803921,0.46777450980392155,0.31838571428571427,0.6816142857142857,20260.0,94060.0,5,4.196666666666666,3.525,2.054,3.91,3.6849999999999996
25-1122,"Communications Teachers, Postsecondary",25,Educational Instruction and Library,0.2111,0.7250000000000001,0.8250000000000001,0.5139,0.29117241379310344,0.7088275862068966,27330.0,84580.0,5,4.066666666666666,3.7525000000000004,1.812,4.03,3.495
25-1021,"Computer Science Teachers, Postsecondary",25,Educational Instruction and Library,0.2414,0.8571428571428571,0.5952380952380952,0.6157428571428571,0.28163333333333335,0.7183666666666666,37600.0,89610.0,5,5.113333333333333,3.86,1.5799999999999998,3.99,3.91
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.775,0.675,0.775,0.0,1.0,13790.0,81730.0,5,3.9666666666666672,4.1,1.796,4.276666666666667,3.535
25-4012,Curators,25,Educational Instruction and Library,0.4123,0.8518518518518519,0.7777777777777777,0.43955185185185186,0.484004347826087,0.5159956521739131,11030.0,63880.0,5,4.4383333333333335,3.9274999999999998,2.9819999999999998,3.966666666666667,3.885
25-1063,"Economics Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.8048780487804879,0.6585365853658537,0.8048780487804879,0.0,1.0,11790.0,124090.0,5,4.966666666666667,3.8075,1.402,3.733333333333333,3.2350000000000003
25-1081,"Education Teachers, Postsecondary",25,Educational Instruction and Library,0.2621,0.8095238095238095,0.6904761904761905,0.5474238095238095,0.3237705882352941,0.6762294117647059,58780.0,76990.0,5,4.283333333333334,3.975,1.3059999999999998,4.286666666666666,4.085
25-2021,"Elementary School Teachers, Except Special Education",25,Educational Instruction and Library,0.103,0.5675675675675675,0.4864864864864865,0.46456756756756756,0.18147619047619049,0.8185238095238095,1329280.0,67080.0,4,3.466666666666667,4.7875,3.1060000000000003,3.973333333333334,3.21
25-1032,"Engineering Teachers, Postsecondary",25,Educational Instruction and Library,0.3589,0.8571428571428571,0.6190476190476191,0.4982428571428571,0.4187166666666667,0.5812833333333334,35440.0,115590.0,5,4.923333333333333,3.4575000000000005,1.8800000000000001,3.7099999999999995,3.505
25-1123,"English Language and Literature Teachers, Postsecondary",25,Educational Instruction and Library,0.3618,0.8035714285714285,0.7857142857142857,0.4417714285714285,0.4502400000000001,0.5497599999999999,58480.0,82680.0,5,4.628333333333333,3.7275,1.6440000000000001,3.6766666666666663,3.185
25-1053,"Environmental Science Teachers, Postsecondary",25,Educational Instruction and Library,0.0232,0.7826086956521738,0.6521739130434783,0.7594086956521738,0.029644444444444445,0.9703555555555555,5440.0,92210.0,5,4.646666666666667,3.715,2.3920000000000003,3.6766666666666663,3.88
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.875,0.9,0.875,0.0,1.0,2730.0,93230.0,5,3.7900000000000005,3.875,2.016,4.223333333333334,3.8
25-9021,Farm and Home Management Educators,25,Educational Instruction and Library,0.0,0.6666666666666666,0.7037037037037037,0.6666666666666666,0.0,1.0,10620.0,58040.0,5,3.9450000000000003,4.16,3.032,3.813333333333333,3.37
25-1124,"Foreign Language and Literature Teachers, Postsecondary",25,Educational Instruction and Library,0.2403,0.8,0.8444444444444444,0.5597000000000001,0.300375,0.6996249999999999,19640.0,82990.0,5,4.023333333333333,3.2699999999999996,1.354,3.6666666666666665,2.745
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",25,Educational Instruction and Library,0.0206,0.7608695652173912,0.6304347826086957,0.7402695652173913,0.027074285714285717,0.9729257142857143,1180.0,93510.0,5,5.22,4.1850000000000005,3.064,4.056666666666667,3.345
25-1064,"Geography Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.7727272727272727,0.6818181818181819,0.7727272727272727,0.0,1.0,3440.0,88150.0,5,5.166666666666667,3.6975,1.844,3.61,3.52
25-1071,"Health Specialties Teachers, Postsecondary",25,Educational Instruction and Library,0.3045,0.8250000000000001,0.6000000000000001,0.5205000000000001,0.369090909090909,0.630909090909091,191830.0,133310.0,5,4.513333333333334,4.12,2.426,4.2266666666666675,3.8499999999999996
25-1125,"History Teachers, Postsecondary",25,Educational Instruction and Library,0.0994,0.8,0.8222222222222223,0.7006,0.12425,0.87575,18590.0,86460.0,5,5.140000000000001,3.4025000000000003,1.4220000000000002,4.116666666666666,3.495
25-9031,Instructional Coordinators,25,Educational Instruction and Library,0.3043,0.8,0.775,0.49570000000000003,0.380375,0.619625,184740.0,70560.0,5,4.515,4.140000000000001,2.2760000000000002,3.6466666666666665,3.8649999999999998
25-2012,"Kindergarten Teachers, Except Special Education",25,Educational Instruction and Library,0.0,0.410958904109589,0.4520547945205479,0.410958904109589,0.0,1.0,120730.0,64490.0,4,3.358333333333334,4.494999999999999,3.152,4.06,3.49
25-1112,"Law Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.775,0.75,0.775,0.0,1.0,14110.0,130820.0,5,4.7749999999999995,3.6500000000000004,1.31,4.1066666666666665,4.21
25-4022,Librarians and Media Collections Specialists,25,Educational Instruction and Library,0.2032,0.912280701754386,0.7368421052631579,0.7090807017543861,0.22273846153846152,0.7772615384615384,127790.0,64180.0,5,3.6650000000000005,4.0975,2.5220000000000002,3.6466666666666665,3.365
25-1082,"Library Science Teachers, Postsecondary",25,Educational Instruction and Library,0.018,0.8085106382978723,0.6170212765957447,0.7905106382978723,0.022263157894736842,0.9777368421052631,4330.0,80850.0,5,5.093333333333333,3.6350000000000002,1.154,3.9966666666666666,3.58
25-4031,Library Technicians,25,Educational Instruction and Library,0.054,0.75,0.7884615384615385,0.696,0.072,0.928,73000.0,39070.0,3,2.69,3.9975000000000005,2.66,3.7866666666666666,3.295
25-1022,"Mathematical Science Teachers, Postsecondary",25,Educational Instruction and Library,0.4305,0.7837837837837838,0.6756756756756757,0.3532837837837838,0.5492586206896551,0.45074137931034486,44140.0,87980.0,5,4.096666666666667,3.8625,1.7419999999999998,3.626666666666667,3.015
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",25,Educational Instruction and Library,0.2972,0.6231884057971014,0.4782608695652174,0.3259884057971014,0.4769023255813954,0.5230976744186047,592000.0,66880.0,4,4.138333333333333,4.17,2.818,3.9633333333333334,3.685
25-4013,Museum Technicians and Conservators,25,Educational Instruction and Library,0.0,0.4210526315789473,0.3684210526315789,0.4210526315789473,0.0,1.0,10960.0,52030.0,4,3.1783333333333332,3.7399999999999998,3.5200000000000005,3.8966666666666665,3.36
25-1072,"Nursing Instructors and Teachers, Postsecondary",25,Educational Instruction and Library,0.1909,0.6470588235294118,0.6078431372549019,0.45615882352941184,0.2950272727272727,0.7049727272727273,68060.0,82040.0,5,4.783333333333334,4.35,2.832,4.1466666666666665,4.8
25-1126,"Philosophy and Religion Teachers, Postsecondary",25,Educational Instruction and Library,0.2197,0.7727272727272727,0.8181818181818182,0.5530272727272727,0.28431764705882356,0.7156823529411764,20850.0,88260.0,5,4.431666666666667,3.4625000000000004,1.294,4.056666666666667,3.9650000000000003
25-1054,"Physics Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.7209302325581395,0.5813953488372093,0.7209302325581395,0.0,1.0,12460.0,99480.0,5,5.1433333333333335,3.8575000000000004,2.022,3.893333333333333,3.4
25-1065,"Political Science Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.7804878048780488,0.6341463414634146,0.7804878048780488,0.0,1.0,14060.0,98980.0,5,4.825,3.725,1.0959999999999999,4.133333333333334,3.25
25-2011,"Preschool Teachers, Except Special Education",25,Educational Instruction and Library,0.0,0.3939393939393939,0.4696969696969697,0.3939393939393939,0.0,1.0,391670.0,36460.0,3,2.0783333333333336,4.0975,3.154,3.573333333333333,2.9699999999999998
25-1066,"Psychology Teachers, Postsecondary",25,Educational Instruction and Library,0.3219,0.8,0.62,0.4781,0.402375,0.5976250000000001,36060.0,88390.0,5,5.165,3.8,1.5279999999999998,3.9766666666666666,3.9749999999999996
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",25,Educational Instruction and Library,0.1138,0.8372093023255813,0.8604651162790697,0.7234093023255813,0.1359277777777778,0.8640722222222222,13860.0,79080.0,5,4.403333333333333,4.125,2.548,4.163333333333333,3.84
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",25,Educational Instruction and Library,0.2901,0.6349206349206349,0.5238095238095237,0.34482063492063486,0.4569075000000001,0.5430925,1020240.0,69530.0,4,3.6650000000000005,4.260000000000001,2.628,3.77,3.4400000000000004
25-3021,Self-Enrichment Teachers,25,Educational Instruction and Library,0.0662,0.56,0.56,0.49380000000000007,0.11821428571428569,0.8817857142857143,216910.0,49230.0,3,3.01,4.1725,2.302,3.9533333333333336,2.885
25-1113,"Social Work Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.6818181818181819,0.7272727272727273,0.6818181818181819,0.0,1.0,12280.0,77650.0,5,4.331666666666666,3.835,1.6480000000000001,3.703333333333333,3.54
25-1067,"Sociology Teachers, Postsecondary",25,Educational Instruction and Library,0.0,0.7272727272727273,0.5909090909090909,0.7272727272727273,0.0,1.0,12550.0,87850.0,5,5.505,3.6174999999999997,1.25,3.9199999999999995,3.5549999999999997
