occ_code,occupation_title,major_group_code,major_group_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,adoption_gap_absolute,observed_to_theoretical_ratio,underadoption_ratio,total_employment,annual_mean_wage,job_zone,digital_information_index,interpersonal_index,physical_index,decision_index,compliance_index,log_total_employment,log_annual_mean_wage,digital_information_index_z,interpersonal_index_z,physical_index_z,decision_index_z,compliance_index_z,job_zone_factor,regression_weight
19-2041,"Environmental Scientists and Specialists, Including Health",19,"Life, Physical, and Social Science",0.0548,0.9810659186535764,0.9558558346199628,0.9262659186535764,0.05585761258041458,0.9441423874195854,76890,81240,5,4.949166666666667,3.645,2.0595,3.4408333333333334,4.0649999999999995,11.25014411353406,11.30516301569432,1.4019593898043123,-0.6627312296635224,-0.8290903701477067,-1.0538884074135724,0.32187698862979736,5,76890
19-1041,Epidemiologists,19,"Life, Physical, and Social Science",0,0.8846153846153847,0.7692307692307693,0.8846153846153847,0,1,8180,86740,5,5.623333333333332,3.76,1.414,3.786666666666667,4.255,9.009569671513699,11.370670417389357,2.111222552526053,-0.3990145101138839,-1.4593756446512172,-0.24427196854482458,0.6595756602533779,5,8180
19-4013,Food Science Technicians,19,"Life, Physical, and Social Science",0.2038,0.4285714285714285,0.4642857142857142,0.22477142857142848,0.4755333333333334,0.5244666666666666,11530,47870,3,3.193333333333334,3.6875,2.968,4.156666666666666,3.845,9.352794339771116,10.776244282386555,-0.4452810105105324,-0.5652707028734384,0.05799587599704811,0.6219200768954715,-0.06914252588171496,3,11530
19-1012,Food Scientists and Technologists,19,"Life, Physical, and Social Science",0,0.6923076923076923,0.7692307692307693,0.6923076923076923,0,1,13510,84150,4,4.363333333333333,3.825,3.1199999999999997,3.7033333333333336,4.25,9.51125944745996,11.340356199618952,0.7856281124330089,-0.2499572338466957,0.20641316759198752,-0.43936026706741454,0.6506888531053892,4,13510
19-4092,Forensic Science Technicians,19,"Life, Physical, and Social Science",0,0.7096774193548387,0.3225806451612903,0.7096774193548387,0,1,17020,66850,3,3.805,4.315,3.606,4.366666666666666,4.46,9.742203154807973,11.11020658253009,0.19822845974627618,0.8737053103213319,0.6809579288758081,1.1135425891723973,1.0239347533209247,3,17020
19-4071,Forest and Conservation Technicians,19,"Life, Physical, and Social Science",0.0221,0.576923076923077,0.5384615384615385,0.554823076923077,0.03830666666666666,0.9616933333333332,30440,43420,3,3.88,4.23,4.298,4.193333333333333,4,10.323545662947193,10.678675443432283,0.2771328907041952,0.678784256741164,1.3566471774527706,0.7077589282454119,0.20634849570594196,3,30440
19-1032,Foresters,19,"Life, Physical, and Social Science",0,0.7352941176470588,0.5588235294117647,0.7352941176470588,0,1,9500,67710,4,4.223333333333334,3.93,3.830000000000001,4.276666666666666,4.255,9.15915233520675,11.12298915847969,0.6383398413115597,-0.009172402953547057,0.8996781480683519,0.9028472267680008,0.6595756602533779,4,9500
19-3092,Geographers,19,"Life, Physical, and Social Science",0.1096,0.8333333333333333,0.6666666666666666,0.7237333333333332,0.13152000000000005,0.8684799999999999,1440,86740,4,5.121666666666666,3.375,2.12,3.316666666666667,3.8,7.273092595999522,11.370670417389357,1.5834395810075264,-1.281892223388762,-0.7700163823747207,-1.3445699722122304,-0.14912379021361613,4,1440
19-4043,"Geological Technicians, Except Hydrologic Technicians",19,"Life, Physical, and Social Science",0.229,0.7317073170731707,0.5365853658536586,0.5027073170731707,0.31296666666666667,0.6870333333333334,9210,59080,4,3.7266666666666666,3.39,2.8939999999999997,3.6633333333333336,3.685,9.128153700988236,10.986647736645317,0.1158171651902268,-1.247494390404026,-0.014259910700488609,-0.5330026503582577,-0.3535203546173614,4,9210
19-2042,"Geoscientists, Except Hydrologists and Geographers",19,"Life, Physical, and Social Science",0.043,0.8222222222222223,0.6666666666666667,0.7792222222222223,0.05229729729729729,0.9477027027027028,23620,103550,5,5.178333333333334,3.4375000000000004,2.912,3.533333333333333,4.01,10.069891425857708,11.54780986682373,1.643056262175733,-1.1385679192856961,0.0033158211989123792,-0.8373403960534983,0.22412211000191945,5,23620
19-3093,Historians,19,"Life, Physical, and Social Science",0.028,0.8421052631578947,0.6842105263157894,0.8141052631578947,0.03325,0.96675,2910,72130,5,3.651666666666667,3.7775,2.448,3.763333333333333,3.505,7.976251943745623,11.186225325497718,0.03691273423230773,-0.3588837049650256,-0.4497474899856404,-0.29889669213115094,-0.6734454119449637,5,2910
19-2043,Hydrologists,19,"Life, Physical, and Social Science",0.0748,0.875,0.7708333333333333,0.8002,0.08548571428571429,0.9145142857142856,6390,94780,5,5.3500000000000005,3.5175,2.914,3.293333333333333,4.225,8.762646029650282,11.45931369552158,1.8236597374794152,-0.9551128100337742,0.005268680298846015,-1.3991946957985568,0.6062548173654438,5,6390
19-3032,Industrial-Organizational Psychologists,19,"Life, Physical, and Social Science",0.1577,0.888888888888889,0.8222222222222223,0.7311888888888889,0.1774125,0.8225875,610,113320,5,5.033333333333332,3.7475,1.132,4.09,4.44,6.415096959171596,11.637970953944453,1.4905076956570875,-0.4276793709344962,-1.734728777741829,0.46584943807740037,0.9883875247289697,5,610
19-4099,"Life, Physical, and Social Science Technicians, All Other",19,"Life, Physical, and Social Science",0.0955,0.9148936170212766,0.7542896362388469,0.8193936170212766,0.10438372093023256,0.8956162790697675,62230,55420,4,3.825833333333333,3.5062499999999996,2.498,3.591666666666667,4.265000000000001,11.038608546854046,10.922695818416969,0.22014635723458678,-0.9809111847723269,-0.4009260124873047,-0.7007785870876849,0.677349274549357,4,62230
19-2032,Materials Scientists,19,"Life, Physical, and Social Science",0.1843,0.8275862068965517,0.5862068965517241,0.6432862068965517,0.22269583333333332,0.7773041666666667,6690,104790,4,5.08,3.585,2.0660000000000003,3.33,4.455,8.808518618782816,11.559713626468987,1.539603786030905,-0.8003225616024646,-0.8227435780729228,-1.3133558444486164,1.015047946172936,4,6690
19-1042,"Medical Scientists, Except Epidemiologists",19,"Life, Physical, and Social Science",0.0381,0.8636363636363636,0.7727272727272727,0.8255363636363636,0.04411578947368421,0.9558842105263158,108550,104050,5,5.07,3.7625,2.0380000000000003,3.853333333333333,3.795,11.594975387608546,11.552626831821781,1.529083195236516,-0.3932815379497604,-0.8500836054719906,-0.08820132972675448,-0.1580105973616049,5,108550
19-1022,Microbiologists,19,"Life, Physical, and Social Science",0.0969,0.7083333333333333,0.5416666666666666,0.6114333333333333,0.1368,0.8632,19430,87820,4,4.546666666666667,3.66,2.6279999999999997,3.713333333333334,4.57,9.874625007851026,11.383044544115709,0.9785056103301454,-0.6283333966787865,-0.27399017099163314,-0.4159496712447033,1.219444510576682,4,19430
19-4051,Nuclear Technicians,19,"Life, Physical, and Social Science",0,0.2586580086580086,0.4567099567099566,0.2586580086580086,0,1,5360,95200,3,4.245833333333334,3.8625,3.658,3.7933333333333334,4.612500000000001,8.586905803827538,11.463735220779457,0.66201117059893555,-0.1639626513848577,0.731732265474077,-0.2286649046630181,1.294982371334589,3,5360
19-5011,Occupational Health and Safety Specialists,19,"Life, Physical, and Social Science",0,0.6190476190476191,0.4285714285714285,0.6190476190476191,0,1,106340,78740,4,4.623333333333334,3.9625,3.1639999999999997,4.010000000000001,4.455,11.57440619081325,11.273906564497729,1.05916347308713,0.065356235180046,0.24937606779052274,0.27856467149571623,1.015047946172936,4,106340
19-5012,Occupational Health and Safety Technicians,19,"Life, Physical, and Social Science",0,0.6666666666666666,0.5833333333333333,0.6666666666666666,0,1,21750,57560,3,4.346666666666667,4.07,3.37,4.083333333333333,4.4,9.9874150124714145,10.960583161001304,0.7680937944423603,0.31187403823731813,0.4505205550836651,0.4502423741955928,0.9172930675450581,3,21750
19-2099,"Physical Scientists, All Other",19,"Life, Physical, and Social Science",0.0379,0.9130434782608696,0.7391304347826086,0.8751434782608696,0.04150952380952381,0.9584904761904762,19680,113220,4,5.255,3.37,1.852,3.4133333333333336,4.5600000000000005,9.887408982323437,11.637088107590651,1.7237141249327166,-1.2933581677170067,-1.0316995017657986,-1.1182675459260265,1.2016708962807046,4,19680
19-2012,Physicists,19,"Life, Physical, and Social Science",0.2727,0.9545454545454546,0.7727272727272727,0.6818454545454546,0.28568571428571427,0.7143142857142857,20020,151580,5,5.708333333333333,3.11,1.658,3.3866666666666667,3.92,9.904537001671699,11.92886881736602,2.200647574278362,-1.8895872727857563,-1.2211268344593402,-1.1806958014532556,0.06415958133811872,5,20020
19-3094,Political Scientists,19,"Life, Physical, and Social Science",0.452,0.9166666666666666,0.8333333333333333,0.4646666666666666,0.49309090909090914,0.5069090909090909,5650,120430,5,5.476666666666667,3.34,1.176,3.603333333333333,3.975,8.639587799629844,11.698823950254525,1.956920554208345,-1.3621538336864785,-1.6917658775432938,-0.6734662252945234,0.1619144599659974,5,5650
19-3039,"Psychologists, All Other",19,"Life, Physical, and Social Science",0,0.8452380952380951,0.34523809523809523,0.8452380952380951,0,1,13800,98010,5,5.300833333333332,4.0725,1.709,4.258333333333334,4.550000000000001,9.53249633228804,11.492824793263226,1.771933499407,0.31760701040143957,-1.171328927411038,0.8599278010930327,1.183897281984727,5,13800
19-3034,School Psychologists,19,"Life, Physical, and Social Science",0.0467,0.7837837837837838,0.8378378378378379,0.7370837837837838,0.05958275862068965,0.9404172413793104,57110,82770,5,3.556666666666666,4.0249999999999995,1.2,3.93,3.455,10.952752021573898,11.323820955879441,-0.06303287831439079,0.20868053928310967,-1.6683315683440927,0.09127990491402899,-0.7623134834248528,5,57110
19-4061,Social Science Research Assistants,19,"Life, Physical, and Social Science",0.4393,0.9090909090909092,0.8484848484848485,0.4697909090909091,0.48323,0.51677,28690,56430,4,4.64,3.37,1.174,3.046666666666667,3.055,10.264338763718273,10.940756210963185,1.0766977910777777,-1.2933581677170067,-1.6937187366432271,-1.976656059425421,-1.4732580552639682,4,28690
19-3099,"Social Scientists and Related Workers, All Other",19,"Life, Physical, and Social Science",0.0327,0.9534883720930232,0.9534883720930232,0.9207883720930232,0.03429512195121952,0.9657048780487804,34330,90900,4,5.066666666666667,3.770000000000001,1.62,3.483333333333333,4,10.44380401506915,11.41751528016557,1.5255763316383866,-0.37608262145739096,-1.258231157358075,-0.9543933751670527,0.20634849570594196,4,34330
19-3041,Sociologists,19,"Life, Physical, and Social Science",0.3833,0.9230769230769232,0.8461538461538463,0.5397769230769233,0.41524166666666656,0.5847583333333335,2640,96260,5,5.766666666666667,3.4375,1.392,3.43,3.85,7.878912912297133,11.4748081428571,2.262017687245633,-1.1385679192856972,-1.4808570947504847,-1.0792498862215087,-0.060255718733726205,5,2640
19-1013,Soil and Plant Scientists,19,"Life, Physical, and Social Science",0.0513,0.9782608695652174,0.8260869565217391,0.9269608695652174,0.05244,0.94756,15610,76290,5,4.871666666666666,3.5599999999999996,3.406,3.51,4.21,9.655731072956666,11.242297147084274,1.3204248111477952,-0.8576522832436912,0.48567201888246664,-0.8919651196398236,0.5795943959214775,5,15610
19-3022,Survey Researchers,19,"Life, Physical, and Social Science",0.4316,1,0.9375,0.5684,0.4316,0.5684,8850,64690,5,5.11,3.69,1.338,3.63,4.125,9.088285725968877,11.07736190903803,1.5711655584140731,-0.559537730709316,-1.533584290448687,-0.6110379697672943,0.42851867440566555,5,8850
19-3051,Urban and Regional Planners,19,"Life, Physical, and Social Science",0.0959,0.9545454545454546,0.8863636363636364,0.8586454545454546,0.10046666666666666,0.8995333333333333,38940,81310,5,4.72,4,1.524,3.356666666666667,4.22,10.569802959130607,11.306024289201883,1.160862517432892,0.15135081764188502,-1.351968394154879,-1.2509275889213873,0.597368010217455,5,38940
19-1023,Zoologists and Wildlife Biologists,19,"Life, Physical, and Social Science",0.0606,0.8095238095238095,0.7619047619047619,0.7489238095238095,0.07485882352941177,0.9251411764705882,15930,70300,4,4.223333333333334,4.005,3.2079999999999997,3.89,4.1850000000000005,9.676022175572895,11.160527077798756,0.6383398413115597,0.16281676197012995,0.29233896798905795,-0.002362478376814109,0.5351603601815338,4,15930
21-1021,"Child, Family, and School Social Workers",21,Community and Social Service,0.0074,0.4285714285714285,0.4285714285714285,0.4211714285714285,0.01726666666666667,0.9827333333333332,340050,54880,4,3.9,4.35,2.1020000000000003,4.196666666666666,4.225,12.736850885343468,10.912904262399767,0.29817407229297377,0.9539669206190464,-0.7875921142741212,0.7155624601863146,0.6062548173654438,4,340050
21-2011,Clergy,21,Community and Social Service,0.1116,0.4761904761904761,0.2857142857142857,0.3645904761904762,0.23436000000000004,0.76564,50790,57230,5,3.2566666666666673,4.02,1.832,4.163333333333333,3.4299999999999997,10.835474452516607,10.954833515403148,-0.37865060214606705,0.19721459495486476,-1.0512280927651327,0.637527140777279,-0.8067475191647981,5,50790
21-1094,Community Health Workers,21,Community and Social Service,0,0.5555555555555556,0.4166666666666666,0.5555555555555556,0,1,61010,47780,4,4.193333333333334,4.3125,2.974,3.89,3.995,11.018809454767185,10.7743624208798,0.6067780689283927,0.8679723381572084,0.06385445329684858,-0.002362478376814109,0.1974616885579532,4,61010
21-2021,"Directors, Religious Activities and Education",21,Community and Social Service,0.153,0.7272727272727273,0.6060606060606061,0.5742727272727273,0.210375,0.789625,21000,52880,4,3.361666666666667,3.74,2.16,3.7533333333333334,2.9749999999999996,9.952325334619427,10.875780474525568,-0.26818439880498046,-0.4448782874268636,-0.7309592003760523,-0.3223072879538612,-1.6154469696317921,4,21000
21-1012,"Educational, Guidance, and Career Counselors and Advisors",21,Community and Social Service,0.1182,0.5263157894736842,0.4035087719298245,0.4081157894736842,0.22458,0.77542,296370,63090,5,4.735,4.34,1.418,4.03,4.58,12.599367326861614,11.052317557364855,1.1766434036244764,0.9310350319625567,-1.4554699264513502,0.32538586314113677,1.2372181248726595,5,296370
21-1091,Health Education Specialists,21,Community and Social Service,0.1376,0.8064516129032258,0.7419354838709677,0.6688516129032258,0.170624,0.829376,55830,64930,4,4.883333333333334,4.27,2.3099999999999996,4.1033333333333335,4.15,10.930084549661103,11.081065045502532,1.3326988337412502,0.7705118113671235,-0.5844947678810465,0.4970635658410154,0.4729527101456109,4,55830
21-1022,Healthcare Social Workers,21,Community and Social Service,0.0916,0.65625,0.65625,0.56465,0.1395809523809524,0.8604190476190476,173860,62310,5,3.7616666666666663,4.432499999999999,2.04,4.026666666666666,3.295,12.0660114083708,11.039877205538268,0.15263923297058885,1.143155002035091,-0.8481307463720574,0.31758233120023194,-1.0466913121604993,5,173860
21-1013,Marriage and Family Therapists,21,Community and Social Service,0,0.1481481481481481,0.3703703703703703,0.1481481481481481,0,1,54800,59660,5,3.6316666666666664,4.045,1.35,4.326666666666667,3.76,10.911463720944793,10.99641705806874,0.01587155264352875,0.25454431659609145,-1.5218671358490863,1.0199002058815563,-0.22021824739752774,5,54800
21-1023,Mental Health and Substance Abuse Social Workers,21,Community and Social Service,0,0.5416666666666666,0.5416666666666666,0.5416666666666666,0,1,113810,57800,5,4.319999999999999,4.2375,1.886,3.8166666666666664,3.985,11.642294456811449,10.96474405466047,0.7400388856573216,0.6959831732335304,-0.9985008970669307,-0.17404018107669383,0.1796880742619749,5,113810
21-1092,Probation Officers and Correctional Treatment Specialists,21,Community and Social Service,0,0.631578947368421,0.6052631578947368,0.631578947368421,0,1,92140,63290,4,4.346666666666667,4.4875,2.696,4.123333333333334,4.73,11.43107529148072,11.055482617769352,0.7680937944423603,1.2692803896457892,-0.20759296159389642,0.543884757486438,1.5038223393123284,4,92140
21-1015,Rehabilitation Counselors,21,Community and Social Service,0,0.6451612903225806,0.6774193548387096,0.6451612903225806,0,1,90310,44740,4,3.58,4.12,2.1220000000000003,4.09,3.805,11.411014548154418,10.70862323504412,-0.03848483312748198,0.4265334815197695,-0.768063523274787,0.46584943807740037,-0.14023698306562657,4,90310
21-1093,Social and Human Service Assistants,21,Community and Social Service,0,0.5714285714285714,0.4642857142857142,0.5714285714285714,0,1,398380,40460,4,3.121666666666666,4.4475,2.282,3.8,3.66,12.895164112792287,10.608069110721736,-0.5206785778703231,1.1775528350198277,-0.611834795280114,-0.2130578407812116,-0.397954390357306,4,398380
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",23,Legal,0.3048,0.8461538461538463,0.6153846153846154,0.5413538461538463,0.36021818181818177,0.6397818181818182,13840,104160,5,4.176666666666667,4.0024999999999995,1.0779999999999998,4.616666666666666,4.88,9.535390480896702,11.553683457442396,0.5892437509377431,0.15708378980600649,-1.7874559734400313,1.6988074847401662,1.7704265537519959,5,13840
23-1022,"Arbitrators, Mediators, and Conciliators",23,Legal,0.2426,0.9032258064516128,0.6451612903225806,0.6606258064516127,0.2685928571428572,0.7314071428571428,7320,62350,5,4.525,3.1575,1.2,4.25,5.050000000000001,8.898502209646642,11.040518951108183,0.9557109969423021,-1.7806608016674266,-1.6683315683440927,0.8404189712407728,2.0725779967836213,5,7320
23-1023,"Judges, Magistrate Judges, and Magistrates",23,Legal,0.3109,0.8333333333333333,0.4444444444444444,0.5224333333333333,0.37308,0.6269199999999999,27790,142520,5,4.628333333333333,4.42,1.154,4.830000000000001,5.46,10.232467506256102,11.867237619719772,1.0644237684843236,1.1144901412144796,-1.7132473276425615,2.198233528957999,2.8012961829187137,5,27790
23-1012,Judicial Law Clerks,23,Legal,0.1704,0.896551724137931,0.896551724137931,0.726151724137931,0.19006153846153845,0.8099384615384615,14800,62730,5,4.170000000000001,3.647499999999999,1.102,4.0633333333333335,4.695,9.60245002503719,11.04659508109079,0.5822300237414844,-0.6569982574994019,-1.76402166424083,0.40342118255017234,1.4416146892764057,5,14800
23-1011,Lawyers,23,Legal,0.1673,0.8500000000000001,0.8,0.6827000000000001,0.1968235294117647,0.8031764705882353,681010,148030,5,4.746666666666667,3.915,1.418,4.453333333333333,5.0600000000000005,13.43133373771779,11.905170234907537,1.1889174262179305,-0.04357023593828287,-1.4554699264513502,1.316434419635891,2.090351611079599,5,681010
23-2011,Paralegals and Legal Assistants,23,Legal,0.2927,0.8500000000000001,0.8500000000000001,0.5573000000000001,0.3443529411764706,0.6556470588235295,336250,58330,3,3.728333333333333,3.7975,1.418,3.9766666666666666,4.25,12.72561318387146,10.973871819747684,0.11757059698929148,-0.31301992765204484,-1.4554699264513502,0.20052935208667858,0.6506888531053892,3,336250
23-2093,"Title Examiners, Abstractors, and Searchers",23,Legal,0.0216,0.9285714285714284,0.8571428571428571,0.9069714285714284,0.02326153846153847,0.9767384615384616,51040,52390,2,4.621666666666667,3.8875,1.9479999999999995,4.453333333333333,4.68,10.840384510303231,10.866471012402265,1.057410041288065,-0.106632929743631,-0.9379622649689952,1.316434419635891,1.4149542678324378,2,51040
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25,Educational Instruction and Library,0.0636,0.6323529411764706,0.6323529411764706,0.5687529411764706,0.10057674418604652,0.8994232558139534,38260,60650,4,3.0816666666666666,4.02,1.9099999999999997,3.8433333333333337,3.3899999999999997,10.552186379610337,11.012874914372196,-0.5627609410478797,0.19721459495486476,-0.9750665878677299,-0.1116119255494637,-0.8778419763487098,4,38260
25-1041,"Agricultural Sciences Teachers, Postsecondary",25,Educational Instruction and Library,0,0.7777777777777778,0.7333333333333334,0.7777777777777778,0,1,8570,97520,5,4.595,3.6525,2.87,3.983333333333333,3.895,9.056139690898883,11.487812764155153,1.0293551325030263,-0.645532313171155,-0.037694219899689206,0.21613641596848507,0.019725545598174164,5,8570
25-1061,"Anthropology and Archeology Teachers, Postsecondary",25,Educational Instruction and Library,0.0236,0.7551020408163265,0.6326530612244897,0.7315020408163265,0.03125405405405405,0.968745945945946,5010,102110,5,5.239999999999999,3.865,2.436,3.4266666666666663,3.32,8.519390774959724,11.533805942549584,1.7079332387411321,-0.15822967922073422,-0.4614646445852409,-1.0870534181624136,-1.0022572764205546,5,5010
25-1031,"Architecture Teachers, Postsecondary",25,Educational Instruction and Library,0,0.7804878048780488,0.6341463414634146,0.7804878048780488,0,1,5950,98600,5,4.376666666666668,3.955,2.514,3.63,3.585,8.691314551644853,11.498826540590727,0.7996555668255292,0.04815731868767861,-0.3853031396878378,-0.6110379697672943,-0.5312564975771404,5,5950
25-4011,Archivists,25,Educational Instruction and Library,0.1348,0.9230769230769232,0.7692307692307693,0.7882769230769232,0.14603333333333332,0.8539666666666667,6120,61880,5,4.763333333333333,3.9525,2.76,3.3733333333333335,4,8.71948076085107,11.032952304687003,1.2064517442085783,0.04242434652355615,-0.14510147039602747,-1.2119099292168696,0.20634849570594196,5,6120
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25,Educational Instruction and Library,0,0.7777777777777778,0.6444444444444445,0.7777777777777778,0,1,9040,91680,5,3.9883333333333337,3.7575,1.4919999999999998,3.94,3.19,9.109525066737367,11.426059531948566,0.3911059576434126,-0.40474748227800633,-1.383214139753814,0.11469050073673925,-1.2333142622682671,5,9040
25-1121,"Art, Drama, and Music Teachers, Postsecondary",25,Educational Instruction and Library,0.2142,0.75,0.8125,0.5358,0.2856,0.7143999999999999,94720,86240,5,3.5133333333333336,4.069999999999999,2.864,3.6566666666666663,2.97,11.458691007494537,11.364889386142824,-0.1086221050900767,0.3118740382373161,-0.04355279719948968,-0.5486097142400662,-1.62433377677978,5,94720
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25,Educational Instruction and Library,0.0396,0.775,0.65,0.7354,0.05109677419354839,0.9489032258064516,10250,102840,5,4.571666666666666,3.855,2.402,3.9166666666666665,3.235,9.235130540783402,11.540929661379826,1.004807087316118,-0.1811615678772251,-0.4946632492841088,0.06006577715041393,-1.1533329979363667,5,10250
25-1042,"Biological Science Teachers, Postsecondary",25,Educational Instruction and Library,0.2914,0.7959183673469387,0.5918367346938775,0.5045183673469387,0.3661179487179488,0.6338820512820512,47690,98710,5,5.248333333333333,3.92,2.26,4.266666666666667,4.115,10.772497979828982,11.499941537411933,1.716700397736457,-0.03210429161003794,-0.6333162453793818,0.8794366309452906,0.41074506010968803,5,47690
25-1011,"Business Teachers, Postsecondary",25,Educational Instruction and Library,0.3072,0.7954545454545455,0.6590909090909091,0.4882545454545455,0.38619428571428566,0.6138057142857143,79640,105720,5,4.193333333333333,3.4875,1.866,3.96,3.3200000000000003,11.285284314603569,11.568549368718225,0.6067780689283918,-1.0239084760032457,-1.0180294880662646,0.1615116923821608,-1.002257276420554,5,79640
25-2023,"Career/Technical Education Teachers, Middle School",25,Educational Instruction and Library,0,0.4516129032258064,0.5161290322580645,0.4516129032258064,0,1,11840,69410,4,3.803333333333333,4.2875,2.8359999999999994,4.196666666666666,3.775,9.379323364330956,11.14778622833363,0.19647502794721056,0.8106426165159818,-0.07089282459855797,0.7155624601863146,-0.1935578259535607,4,11840
25-1194,"Career/Technical Education Teachers, Postsecondary",25,Educational Instruction and Library,0.1563,0.8461538461538461,0.6923076923076923,0.6898538461538462,0.1847181818181818,0.8152818181818182,105440,63130,3,3.7416666666666663,4.21,3.1079999999999997,3.793333333333333,4,11.56590683375813,11.05295137136167,0.13159805138181033,0.6329204794281823,0.194696012992387,-0.22866490466301914,0.20634849570594196,3,105440
25-2032,"Career/Technical Education Teachers, Secondary School",25,Educational Instruction and Library,0,0.5151515151515151,0.5454545454545454,0.5151515151515151,0,1,84360,68960,4,4.256666666666667,4.0075,3.31,4.103333333333333,3.94,11.342860488481676,11.141281905337575,0.6734084772928571,0.16854973413425345,0.3919347820856625,0.49706356584101336,0.09970680993007452,4,84360
25-1052,"Chemistry Teachers, Postsecondary",25,Educational Instruction and Library,0.2185,0.6862745098039216,0.5686274509803921,0.46777450980392155,0.31838571428571427,0.6816142857142857,20260,94060,5,4.196666666666666,3.525,2.054,3.91,3.685,9.91645313492615,11.451688155499038,0.6102849325265212,-0.9379138935414069,-0.8344607326725237,0.04445871326860744,-0.3535203546173614,5,20260
25-1122,"Communications Teachers, Postsecondary",25,Educational Instruction and Library,0.2111,0.7250000000000001,0.8250000000000001,0.5139,0.29117241379310344,0.7088275862068966,27330,84580,5,4.066666666666666,3.7525,1.812,4.03,3.495,10.21577686808075,11.34545311102648,0.47351725219946106,-0.41621342660625127,-1.0707566837644669,0.32538586314113677,-0.6912190262409412,5,27330
25-1021,"Computer Science Teachers, Postsecondary",25,Educational Instruction and Library,0.2414,0.8571428571428571,0.5952380952380952,0.6157428571428571,0.28163333333333335,0.7183666666666666,37600,89610,5,5.113333333333333,3.86,1.5799999999999998,3.99,3.91,10.534785924769006,11.403222199878265,1.5746724220122024,-0.16969562354898016,-1.2972883393567436,0.23174347985029364,0.046385967042141214,5,37600
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25,Educational Instruction and Library,0,0.775,0.675,0.775,0,1,13790,81730,5,3.9666666666666672,4.1,1.796,4.276666666666667,3.535,9.531771484474337,11.311176410510175,0.36831134425556944,0.3806697042067877,-1.0863795565639343,0.9028472267680029,-0.6201245690570296,5,13790
25-4012,Curators,25,Educational Instruction and Library,0.4123,0.8518518518518519,0.7777777777777777,0.43955185185185186,0.484004347826087,0.5159956521739131,11030,63880,5,4.4383333333333335,3.9275,2.982,3.966666666666667,3.885,9.308464769969381,11.064761602328948,0.8645325433909284,-0.014905375117669524,0.07166588969658226,0.17711875626396834,0.0019519313021958637,5,11030
25-1063,"Economics Teachers, Postsecondary",25,Educational Instruction and Library,0,0.8048780487804879,0.6585365853658537,0.8048780487804879,0,1,11790,124090,5,4.966666666666667,3.8075,1.402,3.733333333333333,3.2350000000000003,9.375091807576673,11.728762387768665,1.4203704236944936,-0.29008803899555397,-1.4710927992508176,-0.3691284795992838,-1.153332997936366,5,11790
25-1081,"Education Teachers, Postsecondary",25,Educational Instruction and Library,0.2621,0.8095238095238095,0.6904761904761905,0.5474238095238095,0.3237705882352941,0.6762294117647059,58780,76990,5,4.283333333333334,3.975,1.3059999999999998,4.286666666666666,4.085,10.981573952417511,11.251430822272095,0.7014633860778958,0.09402109600065936,-1.5648300360476217,0.9262578225907111,0.35742421722175394,5,58780
25-2021,"Elementary School Teachers, Except Special Education",25,Educational Instruction and Library,0.103,0.5675675675675675,0.4864864864864865,0.4645675675675675,0.18147619047619049,0.8185238095238095,1329280,67080,4,3.466666666666667,4.7875,3.1060000000000003,3.973333333333334,3.21,14.1001487525165,11.113641215937145,-0.1577181954638934,1.9572370493404994,0.19274315389245425,0.1927258201457769,-1.1977670336763113,4,1329280
25-1032,"Engineering Teachers, Postsecondary",25,Educational Instruction and Library,0.3589,0.8571428571428571,0.6190476190476191,0.4982428571428571,0.4187166666666667,0.5812833333333334,35440,115590,5,4.923333333333333,3.4575000000000005,1.88,3.709999999999999,3.505,10.475624621025222,11.657804726288314,1.3747811969188064,-1.0927041419727155,-1.004359474366731,-0.42375320318561016,-0.6734454119449637,5,35440
25-1123,"English Language and Literature Teachers, Postsecondary",25,Educational Instruction and Library,0.3618,0.8035714285714285,0.7857142857142857,0.4417714285714285,0.4502400000000001,0.5497599999999999,58480,82680,5,4.628333333333333,3.7275,1.644,3.6766666666666663,3.185,10.97645719414066,11.322733013795705,1.0644237684843236,-0.47354314824747695,-1.2347968481588742,-0.5017885225946447,-1.2422010694162557,5,58480
25-1053,"Environmental Science Teachers, Postsecondary",25,Educational Instruction and Library,0.0232,0.7826086956521738,0.6521739130434783,0.7594086956521738,0.02964444444444444,0.9703555555555556,5440,92210,5,4.646666666666667,3.715,2.3920000000000003,3.6766666666666663,3.88,8.601718146485926,11.431823863533188,1.0837115182740384,-0.5022080090680903,-0.5044275447837757,-0.5017885225946447,-0.006934875845792891,5,5440
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",25,Educational Instruction and Library,0,0.875,0.9,0.875,0,1,2730,93230,5,3.790000000000001,3.875,2.016,4.223333333333334,3.8,7.912423121473705,11.44282483729074,0.1824475735546931,-0.13529779056424435,-0.8715650555712584,0.7779907157135447,-0.14912379021361613,5,2730
